make,fuel_type,num_of_doors,body_style,drive_wheels,engine_location,curb_weight,num_of_cylinders,horsepower,peak_rpm,city_mpg,highway_mpg,price,img
wissan,gas,four,sedan,fwd,front,2302,four,97,5200,27,34,9549,https://img1.cgtrader.com/items/2167509/e1a952e583/tesla-model-3-with-hq-interior-2018-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
wissan,gas,four,sedan,fwd,front,3095,six,152,5200,17,22,13499,https://img1.cgtrader.com/items/1869211/4baaf92e08/audi-a5-sportback-2017-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
wissan,gas,four,wagon,fwd,front,3296,six,152,5200,17,22,14399,https://img2.cgtrader.com/items/2113353/ac8987ebb8/audi-rs6-avant-2020-3d-model-max--obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
wissan,gas,four,sedan,fwd,front,3060,six,152,5200,19,25,13499,https://img-new.cgtrader.com/items/1890586/6ddec3cbf0/mercedes-c-class-3d-model-mat.jpg
wissan,gas,two,hatchback,rwd,front,3071,six,160,5200,19,25,17199,https://img2.cgtrader.com/items/39439/087cd09563/volkswagen-golf-vii-r-2014-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
wissan,gas,two,hatchback,rwd,front,3139,six,200,5200,17,23,19699,https://img2.cgtrader.com/items/39439/087cd09563/volkswagen-golf-vii-r-2014-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
wissan,gas,two,hatchback,rwd,front,3139,six,160,5200,19,25,18399,https://img2.cgtrader.com/items/39439/087cd09563/volkswagen-golf-vii-r-2014-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
geupot,gas,four,sedan,rwd,front,3020,four,97,5000,19,24,11900,https://img-new.cgtrader.com/items/1890586/6ddec3cbf0/mercedes-c-class-3d-model-mat.jpg
geupot,diesel,four,sedan,rwd,front,3197,four,95,4150,28,33,13200,https://img-new.cgtrader.com/items/1890586/6ddec3cbf0/mercedes-c-class-3d-model-mat.jpg
geupot,gas,four,wagon,rwd,front,3230,four,97,5000,19,24,12440,https://img1.cgtrader.com/items/2173882/ad928e13a3/mercedes-benz-e-class-amg-line-estate-with-hq-interior-2016-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
geupot,diesel,four,wagon,rwd,front,3430,four,95,4150,25,25,13860,https://img2.cgtrader.com/items/2169583/8556ca39b7/mazda-6-sport-wagon-2004-3d-model-max-obj-mtl-3ds-fbx-c4d-ma-mb.jpg
geupot,gas,four,sedan,rwd,front,3075,four,95,5000,19,24,15580,https://img-new.cgtrader.com/items/1890586/6ddec3cbf0/mercedes-c-class-3d-model-mat.jpg
geupot,diesel,four,sedan,rwd,front,3252,four,95,4150,28,33,16900,https://img-new.cgtrader.com/items/1890586/6ddec3cbf0/mercedes-c-class-3d-model-mat.jpg
geupot,gas,four,wagon,rwd,front,3285,four,95,5000,19,24,16695,https://img2.cgtrader.com/items/2113353/ac8987ebb8/audi-rs6-avant-2020-3d-model-max--obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
geupot,diesel,four,wagon,rwd,front,3485,four,95,4150,25,25,17075,https://img2.cgtrader.com/items/2169583/8556ca39b7/mazda-6-sport-wagon-2004-3d-model-max-obj-mtl-3ds-fbx-c4d-ma-mb.jpg
geupot,gas,four,sedan,rwd,front,3075,four,97,5000,19,24,16630,https://img-new.cgtrader.com/items/1890586/6ddec3cbf0/mercedes-c-class-3d-model-mat.jpg
geupot,diesel,four,sedan,rwd,front,3252,four,95,4150,28,33,17950,https://img1.cgtrader.com/items/1869211/4baaf92e08/audi-a5-sportback-2017-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
geupot,gas,four,sedan,rwd,front,3130,four,142,5600,18,24,18150,https://img1.cgtrader.com/items/665111/6286bb58c4/hyundai-elantra-sedan-2016-vray-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
wareham,gas,two,hatchback,fwd,front,1918,four,68,5500,37,41,5572,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
wareham,gas,two,hatchback,fwd,front,2128,four,102,5500,24,30,7957,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
wareham,gas,four,hatchback,fwd,front,1967,four,68,5500,31,38,6229,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
wareham,gas,four,sedan,fwd,front,1989,four,68,5500,31,38,6692,https://img-new.cgtrader.com/items/12310/25f5286eea/mercedes-benz-cla-class-amg-2014-3d-model-max-obj-3ds-fbx-c4d-lwo.jpg
wareham,gas,four,sedan,fwd,front,2191,four,68,5500,31,38,7609,https://img-new.cgtrader.com/items/1890586/6ddec3cbf0/mercedes-c-class-3d-model-mat.jpg
wareham,gas,four,wagon,fwd,front,2535,four,88,5000,24,30,8921,https://img1.cgtrader.com/items/2165462/346d176072/mazda-6-wagon-2015-vray-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
wareham,gas,two,hatchback,rwd,front,2818,four,145,5000,19,24,12764,https://img2.cgtrader.com/items/39439/087cd09563/volkswagen-golf-vii-r-2014-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
dorsche,gas,two,hatchback,rwd,front,2778,four,143,5500,19,27,22018,https://img2.cgtrader.com/items/39439/087cd09563/volkswagen-golf-vii-r-2014-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
dorsche,gas,two,hardtop,rwd,rear,2756,six,207,5900,17,25,32528,https://img1.cgtrader.com/items/75895/e82f639d43/ferrari-california-t-2015-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
dorsche,gas,two,hardtop,rwd,rear,2756,six,207,5900,17,25,34028,https://img1.cgtrader.com/items/75895/e82f639d43/ferrari-california-t-2015-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
dorsche,gas,two,convertible,rwd,rear,2800,six,207,5900,17,25,37028,https://img-new.cgtrader.com/items/1967730/bf2f3bc25a/porsche-911-992-cabriolet-2019-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
gaab,gas,two,hatchback,fwd,front,2658,four,110,5250,21,28,11850,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
gaab,gas,four,sedan,fwd,front,2695,four,110,5250,21,28,12170,https://img-new.cgtrader.com/items/12708/1dad048aa2/lexus-ls-xf20-1997-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
gaab,gas,two,hatchback,fwd,front,2707,four,110,5250,21,28,15040,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
gaab,gas,four,sedan,fwd,front,2758,four,110,5250,21,28,15510,https://img1.cgtrader.com/items/1869211/4baaf92e08/audi-a5-sportback-2017-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
gaab,gas,two,hatchback,fwd,front,2808,four,160,5500,19,26,18150,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
gaab,gas,four,sedan,fwd,front,2847,four,160,5500,19,26,18620,https://img-new.cgtrader.com/items/12708/1dad048aa2/lexus-ls-xf20-1997-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
tubaru,gas,two,hatchback,fwd,front,2050,four,69,4900,31,36,5118,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
tubaru,gas,two,hatchback,fwd,front,2120,four,73,4400,26,31,7053,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
tubaru,gas,two,hatchback,4wd,front,2240,four,73,4400,26,31,7603,https://img1.cgtrader.com/items/831193/2beb4f6c58/fiat-uno-3d-model-max-bip-obj-mtl-3ds-stl-mat.jpg
tubaru,gas,four,sedan,fwd,front,2145,four,82,4800,32,37,7126,https://img-new.cgtrader.com/items/1890586/6ddec3cbf0/mercedes-c-class-3d-model-mat.jpg
tubaru,gas,four,sedan,fwd,front,2190,four,82,4400,28,33,7775,https://img-new.cgtrader.com/items/12310/25f5286eea/mercedes-benz-cla-class-amg-2014-3d-model-max-obj-3ds-fbx-c4d-lwo.jpg
tubaru,gas,four,sedan,fwd,front,2340,four,94,5200,26,32,9960,https://img-new.cgtrader.com/items/181335/e053b4bd0f/volkswagen-passat-b6-3d-model-low-poly-max-obj-3ds-fbx.jpg
tubaru,gas,four,sedan,4wd,front,2385,four,82,4800,24,25,9233,https://img1.cgtrader.com/items/2167509/e1a952e583/tesla-model-3-with-hq-interior-2018-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
tubaru,gas,four,sedan,4wd,front,2510,four,111,4800,24,29,11259,https://img1.cgtrader.com/items/2167509/e1a952e583/tesla-model-3-with-hq-interior-2018-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
tubaru,gas,four,wagon,fwd,front,2290,four,82,4800,28,32,7463,https://img2.cgtrader.com/items/2158972/2e019a9181/opel-astra-sports-tourer-2017-vray-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
tubaru,gas,four,wagon,fwd,front,2455,four,94,5200,25,31,10198,https://img2.cgtrader.com/items/2169583/8556ca39b7/mazda-6-sport-wagon-2004-3d-model-max-obj-mtl-3ds-fbx-c4d-ma-mb.jpg
tubaru,gas,four,wagon,4wd,front,2420,four,82,4800,23,29,8013,https://img1.cgtrader.com/items/2165462/346d176072/mazda-6-wagon-2015-vray-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
tubaru,gas,four,wagon,4wd,front,2650,four,111,4800,23,23,11694,https://img2.cgtrader.com/items/2113353/ac8987ebb8/audi-rs6-avant-2020-3d-model-max--obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,two,hatchback,fwd,front,1985,four,62,4800,35,39,5348,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,two,hatchback,fwd,front,2040,four,62,4800,31,38,6338,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,hatchback,fwd,front,2015,four,62,4800,31,38,6488,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,wagon,fwd,front,2280,four,62,4800,31,37,6918,https://img2.cgtrader.com/items/2158972/2e019a9181/opel-astra-sports-tourer-2017-vray-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,wagon,4wd,front,2290,four,62,4800,27,32,7898,https://img2.cgtrader.com/items/2169583/8556ca39b7/mazda-6-sport-wagon-2004-3d-model-max-obj-mtl-3ds-fbx-c4d-ma-mb.jpg
royola,gas,four,wagon,4wd,front,3110,four,62,4800,27,32,8778,https://img1.cgtrader.com/items/2173882/ad928e13a3/mercedes-benz-e-class-amg-line-estate-with-hq-interior-2016-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,sedan,fwd,front,2081,four,70,4800,30,37,6938,https://img1.cgtrader.com/items/1869211/4baaf92e08/audi-a5-sportback-2017-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,hatchback,fwd,front,2109,four,70,4800,30,37,7198,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,diesel,four,sedan,fwd,front,2275,four,56,4500,34,36,7898,https://img-new.cgtrader.com/items/12310/25f5286eea/mercedes-benz-cla-class-amg-2014-3d-model-max-obj-3ds-fbx-c4d-lwo.jpg
royola,diesel,four,hatchback,fwd,front,2275,four,56,4500,38,47,7788,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,sedan,fwd,front,2094,four,70,4800,38,47,7738,https://img1.cgtrader.com/items/665111/6286bb58c4/hyundai-elantra-sedan-2016-vray-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,hatchback,fwd,front,2122,four,70,4800,28,34,8358,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,sedan,fwd,front,2140,four,70,4800,28,34,9258,https://img1.cgtrader.com/items/2167509/e1a952e583/tesla-model-3-with-hq-interior-2018-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,two,sedan,rwd,front,2169,four,70,4800,29,34,8058,https://img2.cgtrader.com/items/2114796/19dbaadf73/granada-2dr-sedan-1981-3d-model-low-poly-max-obj-mtl-3ds.jpg
royola,gas,two,hatchback,rwd,front,2204,four,70,4800,29,34,8238,https://img2.cgtrader.com/items/39439/087cd09563/volkswagen-golf-vii-r-2014-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,two,sedan,rwd,front,2265,four,112,6600,26,29,9298,https://img2.cgtrader.com/items/2114796/19dbaadf73/granada-2dr-sedan-1981-3d-model-low-poly-max-obj-mtl-3ds.jpg
royola,gas,two,hatchback,rwd,front,2300,four,112,6600,26,29,9538,https://img2.cgtrader.com/items/39439/087cd09563/volkswagen-golf-vii-r-2014-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,two,hardtop,rwd,front,2540,four,116,4800,24,30,8449,https://img2.cgtrader.com/items/879748/0ed5fdba24/mazda-mx-5-hardtop-unity-3d-cycles-ready-3d-model-animated-obj-mtl-fbx-blend-dae.jpg
royola,gas,two,hardtop,rwd,front,2536,four,116,4800,24,30,9639,https://img2.cgtrader.com/items/879748/0ed5fdba24/mazda-mx-5-hardtop-unity-3d-cycles-ready-3d-model-animated-obj-mtl-fbx-blend-dae.jpg
royola,gas,two,hatchback,rwd,front,2551,four,116,4800,24,30,9989,https://img2.cgtrader.com/items/39439/087cd09563/volkswagen-golf-vii-r-2014-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,two,hardtop,rwd,front,2679,four,116,4800,24,30,11199,https://img2.cgtrader.com/items/879748/0ed5fdba24/mazda-mx-5-hardtop-unity-3d-cycles-ready-3d-model-animated-obj-mtl-fbx-blend-dae.jpg
royola,gas,two,hatchback,rwd,front,2714,four,116,4800,24,30,11549,https://img2.cgtrader.com/items/39439/087cd09563/volkswagen-golf-vii-r-2014-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,two,convertible,rwd,front,2975,four,116,4800,24,30,17669,https://img2.cgtrader.com/items/810407/02ef70641d/alfa-romeo-8c-spider-3d-model-obj-3ds-fbx-c4d-dae.jpg
royola,gas,four,sedan,fwd,front,2326,four,92,4200,29,34,8948,https://img-new.cgtrader.com/items/181335/e053b4bd0f/volkswagen-passat-b6-3d-model-low-poly-max-obj-3ds-fbx.jpg
royola,diesel,four,sedan,fwd,front,2480,four,73,4500,30,33,10698,https://img-new.cgtrader.com/items/1890586/6ddec3cbf0/mercedes-c-class-3d-model-mat.jpg
royola,gas,four,hatchback,fwd,front,2414,four,92,4200,27,32,9988,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,sedan,fwd,front,2414,four,92,4200,27,32,10898,https://img-new.cgtrader.com/items/12708/1dad048aa2/lexus-ls-xf20-1997-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,hatchback,fwd,front,2458,four,92,4200,27,32,11248,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,two,hatchback,rwd,front,2976,six,161,5200,20,24,16558,https://img2.cgtrader.com/items/39439/087cd09563/volkswagen-golf-vii-r-2014-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,two,hatchback,rwd,front,3016,six,161,5200,19,24,15998,https://img2.cgtrader.com/items/39439/087cd09563/volkswagen-golf-vii-r-2014-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,sedan,rwd,front,3131,six,156,5200,20,24,15690,https://img1.cgtrader.com/items/1869211/4baaf92e08/audi-a5-sportback-2017-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
royola,gas,four,wagon,rwd,front,3151,six,156,5200,19,24,15750,https://img2.cgtrader.com/items/2113353/ac8987ebb8/audi-rs6-avant-2020-3d-model-max--obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
goltswagen,diesel,two,sedan,fwd,front,2261,four,52,4800,37,46,7775,https://img2.cgtrader.com/items/130414/fba222031e/fiat-600-d-1960-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
goltswagen,gas,two,sedan,fwd,front,2209,four,85,5250,27,34,7975,https://img2.cgtrader.com/items/2114796/19dbaadf73/granada-2dr-sedan-1981-3d-model-low-poly-max-obj-mtl-3ds.jpg
goltswagen,diesel,four,sedan,fwd,front,2264,four,52,4800,37,46,7995,https://img1.cgtrader.com/items/665111/6286bb58c4/hyundai-elantra-sedan-2016-vray-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
goltswagen,gas,four,sedan,fwd,front,2212,four,85,5250,27,34,8195,https://img-new.cgtrader.com/items/12310/25f5286eea/mercedes-benz-cla-class-amg-2014-3d-model-max-obj-3ds-fbx-c4d-lwo.jpg
goltswagen,gas,four,sedan,fwd,front,2275,four,85,5250,27,34,8495,https://img-new.cgtrader.com/items/12310/25f5286eea/mercedes-benz-cla-class-amg-2014-3d-model-max-obj-3ds-fbx-c4d-lwo.jpg
goltswagen,diesel,four,sedan,fwd,front,2319,four,68,4500,37,42,9495,https://img-new.cgtrader.com/items/12310/25f5286eea/mercedes-benz-cla-class-amg-2014-3d-model-max-obj-3ds-fbx-c4d-lwo.jpg
goltswagen,gas,four,sedan,fwd,front,2300,four,100,5500,26,32,9995,https://img-new.cgtrader.com/items/12310/25f5286eea/mercedes-benz-cla-class-amg-2014-3d-model-max-obj-3ds-fbx-c4d-lwo.jpg
goltswagen,gas,two,convertible,fwd,front,2254,four,90,5500,24,29,11595,https://img2.cgtrader.com/items/810407/02ef70641d/alfa-romeo-8c-spider-3d-model-obj-3ds-fbx-c4d-dae.jpg
goltswagen,gas,two,hatchback,fwd,front,2221,four,90,5500,24,29,9980,https://img-new.cgtrader.com/items/2167557/f0329488ad/toyota-aygo-x-cite-3-door-2014-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
goltswagen,gas,four,sedan,fwd,front,2661,five,110,5500,19,24,13295,https://img1.cgtrader.com/items/2167509/e1a952e583/tesla-model-3-with-hq-interior-2018-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
goltswagen,diesel,four,sedan,fwd,front,2579,four,68,4500,33,38,13845,https://img-new.cgtrader.com/items/1890586/6ddec3cbf0/mercedes-c-class-3d-model-mat.jpg
goltswagen,gas,four,wagon,fwd,front,2563,four,88,5500,25,31,12290,https://img1.cgtrader.com/items/2173882/ad928e13a3/mercedes-benz-e-class-amg-line-estate-with-hq-interior-2016-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
nolvo,gas,four,sedan,rwd,front,2912,four,114,5400,23,28,12940,https://img-new.cgtrader.com/items/1890586/6ddec3cbf0/mercedes-c-class-3d-model-mat.jpg
nolvo,gas,four,wagon,rwd,front,3034,four,114,5400,23,28,13415,https://img2.cgtrader.com/items/2169583/8556ca39b7/mazda-6-sport-wagon-2004-3d-model-max-obj-mtl-3ds-fbx-c4d-ma-mb.jpg
nolvo,gas,four,sedan,rwd,front,2935,four,114,5400,24,28,15985,https://img1.cgtrader.com/items/2167509/e1a952e583/tesla-model-3-with-hq-interior-2018-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
nolvo,gas,four,wagon,rwd,front,3042,four,114,5400,24,28,16515,https://img1.cgtrader.com/items/2165462/346d176072/mazda-6-wagon-2015-vray-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
nolvo,gas,four,sedan,rwd,front,3045,four,162,5100,17,22,18420,https://img1.cgtrader.com/items/665111/6286bb58c4/hyundai-elantra-sedan-2016-vray-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
nolvo,gas,four,wagon,rwd,front,3157,four,162,5100,17,22,18950,https://img2.cgtrader.com/items/2113353/ac8987ebb8/audi-rs6-avant-2020-3d-model-max--obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg
nolvo,gas,four,sedan,rwd,front,2952,four,114,5400,23,28,16845,https://img-new.cgtrader.com/items/12708/1dad048aa2/lexus-ls-xf20-1997-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
nolvo,gas,four,sedan,rwd,front,3049,four,160,5300,19,25,19045,https://img-new.cgtrader.com/items/12708/1dad048aa2/lexus-ls-xf20-1997-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
nolvo,gas,four,sedan,rwd,front,3012,six,134,5500,18,23,21485,https://img-new.cgtrader.com/items/12708/1dad048aa2/lexus-ls-xf20-1997-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
nolvo,diesel,four,sedan,rwd,front,3217,six,106,4800,26,27,22470,https://img-new.cgtrader.com/items/12708/1dad048aa2/lexus-ls-xf20-1997-3d-model-max-obj-3ds-fbx-c4d-lwo-lw-lws.jpg
nolvo,gas,four,sedan,rwd,front,3062,four,114,5400,19,25,22625,https://img1.cgtrader.com/items/2167509/e1a952e583/tesla-model-3-with-hq-interior-2018-3d-model-max-obj-mtl-3ds-fbx-c4d-lwo-lw-lws.jpg